"beta_h","kappa_h","kappa_1","year","total_hosp_incidence","total_bsi_hospitalisation","prevalence_col_comm","hosp_incidence_all_trust","bsi_hospitalised_all_trust","total_incidence_all_trust","prop_bsi_hospitalised_all_trust","colonisation_prevalence_comm_percent_all_trust","difference"
0.108508628000596,0.00127632907745495,0.0000385934503524112,199,5.55924256312665,6.28776826590547,0.00557814628555017,745,843,1588,53.09,0.56,NA
0.108508628000596,0.00127632907745495,0.0000385934503524112,200,5.55924256305047,6.28776826580815,0.00557814628546391,745,843,1588,53.09,0.56,-0.0000000000973159330897033
0.109224609269723,0.000551207195213065,0.0000194664250068047,199,1.59948222239615,2.12372950921548,0.0037352526258869,214,285,499,57.11,0.37,NA
0.109224609269723,0.000551207195213065,0.0000194664250068047,200,1.59948220176864,2.1237294801137,0.00373525257472638,214,285,499,57.11,0.37,-0.0000000291017840936547
0.109721225265776,0.00089250072685669,0.00003745642547832,199,4.90272981349563,7.69892085367815,0.00703737193223984,657,1032,1689,61.1,0.7,NA
0.109721225265776,0.00089250072685669,0.00003745642547832,200,4.90272981349563,7.69892085367815,0.00703737193223933,657,1032,1689,61.1,0.7,0
0.11029794235231,0.00259731713366429,0.0000368247284789809,199,20.8578186630439,11.0697607274642,0.0102921393943223,2795,1483,4278,34.67,1.03,NA
0.11029794235231,0.00259731713366429,0.0000368247284789809,200,20.8578186630439,11.0697607274642,0.0102921393943223,2795,1483,4278,34.67,1.03,0
0.110607743307149,0.00310228041487014,0.0000290151732805265,199,25.9072538785995,9.08980830903715,0.0107259689472182,3472,1218,4690,25.97,1.07,NA
0.110607743307149,0.00310228041487014,0.0000290151732805265,200,25.9072538785995,9.08980830903715,0.0107259689472182,3472,1218,4690,25.97,1.07,0
0.111020321713416,0.00199645970449982,0.0000300165192219721,199,15.6260773953454,8.80984730610521,0.0100488191732566,2094,1181,3275,36.06,1,NA
0.111020321713416,0.00199645970449982,0.0000300165192219721,200,15.6260773953454,8.80984730610521,0.0100488191732566,2094,1181,3275,36.06,1,0
0.111568111905148,0.00282086727498033,0.0000247600202015149,199,25.3336200204194,8.35125889018855,0.0115480307478828,3395,1119,4514,24.79,1.15,NA
0.111568111905148,0.00282086727498033,0.0000247600202015149,200,25.3336200204194,8.35125889018855,0.0115480307478828,3395,1119,4514,24.79,1.15,0
0.11199100189298,0.000629637493167206,0.0000206639634190393,199,4.33504007393537,5.34765669344893,0.00886047232971129,581,717,1298,55.24,0.89,NA
0.11199100189298,0.000629637493167206,0.0000206639634190393,200,4.33504007393537,5.34765669344893,0.00886047232971129,581,717,1298,55.24,0.89,0
0.112392193061722,0.00118321710475122,0.0000282946879311545,199,10.2082542842163,9.157829747395,0.0110814001137542,1368,1227,2595,47.28,1.11,NA
0.112392193061722,0.00118321710475122,0.0000282946879311545,200,10.2082542842163,9.157829747395,0.0110814001137542,1368,1227,2595,47.28,1.11,0
0.113332883404871,0.00161355289871738,0.0000357393799970405,199,17.4995142655712,14.5140227909724,0.0139042563358056,2345,1945,4290,45.34,1.39,NA
0.113332883404871,0.00161355289871738,0.0000357393799970405,200,17.4995142655712,14.5140227909724,0.0139042563358056,2345,1945,4290,45.34,1.39,0
0.113818537417152,0.00295268458872368,0.000032011680245176,199,36.8079628335317,14.9613230438854,0.0160017878860251,4932,2005,6937,28.9,1.6,NA
0.113818537417152,0.00295268458872368,0.000032011680245176,200,36.8079628335317,14.9613230438854,0.0160017878860251,4932,2005,6937,28.9,1.6,0
0.114163291576554,0.00147952102384064,0.0000431024816630355,199,18.192011780593,19.8078107606852,0.0157340737542003,2438,2654,5092,52.12,1.57,NA
0.114163291576554,0.00147952102384064,0.0000431024816630355,200,18.192011780593,19.8078107606852,0.0157340737542003,2438,2654,5092,52.12,1.57,0
0.114652706949929,0.00334819058497636,0.0000435448032673555,199,48.9989249553582,23.8241133771226,0.0187321399410651,6566,3192,9758,32.71,1.87,NA
0.114652706949929,0.00334819058497636,0.0000435448032673555,200,48.9989249553582,23.8241133771226,0.0187321399410651,6566,3192,9758,32.71,1.87,0
0.11524459827875,0.00252979511641565,0.0000303586035889068,199,34.6192795930938,15.5827057676402,0.0175738962529816,4639,2088,6727,31.04,1.76,NA
0.11524459827875,0.00252979511641565,0.0000303586035889068,200,34.6192795930938,15.5827057676402,0.0175738962529816,4639,2088,6727,31.04,1.76,0
0.115676180443724,0.00225179009877811,0.0000258211583612859,199,30.670301503601,13.2067002569215,0.0175115899399948,4110,1770,5880,30.1,1.75,NA
0.115676180443724,0.00225179009877811,0.0000258211583612859,200,30.670301503601,13.2067002569215,0.0175115899399948,4110,1770,5880,30.1,1.75,0
0.116260069341095,0.00325700237721005,0.000018649838027837,199,47.9721513262939,10.3368130802216,0.0189766076236284,6428,1385,7813,17.73,1.9,NA
0.116260069341095,0.00325700237721005,0.000018649838027837,200,47.9721513262939,10.3368130802346,0.0189766076236284,6428,1385,7813,17.73,1.9,0.0000000000129602995002642
0.116628815919781,0.00094078513684483,0.0000334048566941598,199,13.2491428159165,17.6274474865886,0.0180670312500488,1775,2362,4137,57.09,1.81,NA
0.116628815919781,0.00094078513684483,0.0000334048566941598,200,13.2491428159165,17.6274474865886,0.0180670312500488,1775,2362,4137,57.09,1.81,0
0.117005855232399,0.00266647356010641,0.0000401097187042556,199,44.1564108268813,24.8544143673917,0.0212158725343562,5917,3330,9247,36.01,2.12,NA
0.117005855232399,0.00266647356010641,0.0000401097187042556,200,44.1564108268813,24.8544143673917,0.0212158725343562,5917,3330,9247,36.01,2.12,0
0.117638203510176,0.00071702410862382,0.0000268641691424698,199,10.4732201188608,14.7279129709386,0.0187704539202932,1403,1974,3377,58.45,1.88,NA
0.117638203510176,0.00071702410862382,0.0000268641691424698,200,10.4732201188608,14.7279129709386,0.0187704539202932,1403,1974,3377,58.45,1.88,0
0.117866731327754,0.00319889469910945,0.0000325740956551475,199,55.9518746522917,21.3650977307634,0.0224563669117249,7498,2863,10361,27.63,2.25,NA
0.117866731327754,0.00319889469910945,0.0000325740956551475,200,55.9518746522917,21.3650977307634,0.0224563669117249,7498,2863,10361,27.63,2.25,0
0.118416708801294,0.00237210272179185,0.0000273226023592374,199,40.4685902268739,17.5001245592011,0.0219293650607524,5423,2345,7768,30.19,2.19,NA
0.118416708801294,0.00237210272179185,0.0000273226023592374,200,40.4685902268739,17.5001245592011,0.0219293650607524,5423,2345,7768,30.19,2.19,0
0.118984014510058,0.00300772832548179,0.0000422038647729797,199,57.7987503017721,30.3385172261733,0.0246121247368571,7745,4065,11810,34.42,2.46,NA
0.118984014510058,0.00300772832548179,0.0000422038647729797,200,57.7987503017721,30.3385172261733,0.0246121247368571,7745,4065,11810,34.42,2.46,0
0.119556985169485,0.00109797111463267,0.00002185421970443,199,18.5162993626318,13.8531080213033,0.0217029562564614,2481,1856,4337,42.79,2.17,NA
0.119556985169485,0.00109797111463267,0.00002185421970443,200,18.5162993626318,13.8531080213033,0.0217029562564614,2481,1856,4337,42.79,2.17,0
0.119911043987314,0.00241985346233738,0.0000309680877571872,199,46.0645261514946,22.1136368668158,0.0244485306813681,6173,2963,9136,32.43,2.44,NA
0.119911043987314,0.00241985346233738,0.0000309680877571872,200,46.0645261514946,22.1136368668158,0.0244485306813681,6173,2963,9136,32.43,2.44,0
0.120370606816255,0.00103876196381303,0.0000450978915529805,199,20.0865229649276,32.5840196457739,0.0247374768147638,2692,4366,7058,61.86,2.47,NA
0.120370606816255,0.00103876196381303,0.0000450978915529805,200,20.0865229649276,32.5840196457739,0.0247374768147638,2692,4366,7058,61.86,2.47,0
0.120848006654017,0.00156584479780469,0.0000244201899917849,199,29.6375682487678,17.3648107764666,0.0243460212011725,3971,2327,6298,36.95,2.43,NA
0.120848006654017,0.00156584479780469,0.0000244201899917849,200,29.6375682487678,17.3648107764666,0.0243460212011725,3971,2327,6298,36.95,2.43,0
0.121667977634764,0.000767724833370053,0.0000232486719655352,199,14.6483137318614,16.6674480184247,0.0245458422504022,1963,2233,4196,53.22,2.45,NA
0.121667977634764,0.000767724833370053,0.0000232486719655352,200,14.6483137318614,16.6674480184247,0.0245458422504022,1963,2233,4196,53.22,2.45,0
0.121867530502822,0.00274634799250801,0.0000404630813896762,199,60.5057865121489,33.3663487275544,0.0282329793899043,8108,4471,12579,35.54,2.82,NA
0.121867530502822,0.00274634799250801,0.0000404630813896762,200,60.5057865121489,33.3663487275544,0.0282329793899043,8108,4471,12579,35.54,2.82,0
0.122316219994406,0.00216468650284755,0.0000223959962254763,199,45.2641450926149,17.6065757390302,0.0269160603149154,6065,2359,8424,28,2.69,NA
0.122316219994406,0.00216468650284755,0.0000223959962254763,200,45.2641450926149,17.6065757390302,0.0269160603149154,6065,2359,8424,28,2.69,0
0.123205879383629,0.00137708290640132,0.0000342572194189578,199,30.3104268241395,28.2579378924856,0.0282419926770844,4062,3787,7849,48.25,2.82,NA
0.123205879383629,0.00137708290640132,0.0000342572194189578,200,30.3104268241395,28.2579378924856,0.0282419926770844,4062,3787,7849,48.25,2.82,0
0.123427557680574,0.0017329347134162,0.0000443286656777774,199,40.1282830339642,38.3751560056635,0.0296396092747573,5377,5142,10519,48.88,2.96,NA
0.123427557680574,0.0017329347134162,0.0000443286656777774,200,40.1282830339642,38.3751560056635,0.0296396092747573,5377,5142,10519,48.88,2.96,0
0.124210045351421,0.00195994230284422,0.0000393341412350003,199,46.7171503985082,35.0989995421151,0.0305514652511498,6260,4703,10963,42.9,3.06,NA
0.124210045351421,0.00195994230284422,0.0000393341412350003,200,46.7171503985082,35.0989995421151,0.0305514652511498,6260,4703,10963,42.9,3.06,0
0.124480937184468,0.00188705627557555,0.0000411089714259654,199,45.613385898514,37.1824996432997,0.0309676999958894,6112,4982,11094,44.91,3.1,NA
0.124480937184468,0.00188705627557555,0.0000411089714259654,200,45.613385898514,37.1824996432997,0.0309676999958894,6112,4982,11094,44.91,3.1,0
0.124973318781865,0.00214675939412322,0.0000351721029346862,199,52.6121174540003,32.3065426925405,0.0314484414999292,7050,4329,11379,38.04,3.14,NA
0.124973318781865,0.00214675939412322,0.0000351721029346862,200,52.6121174540003,32.3065426925405,0.0314484414999292,7050,4329,11379,38.04,3.14,0
0.12564580168122,0.00181862487834413,0.0000212045026148324,199,43.8242199962042,19.2173630849311,0.0310293504859841,5872,2575,8447,30.48,3.1,NA
0.12564580168122,0.00181862487834413,0.0000212045026148324,200,43.8242199962042,19.2173630849311,0.0310293504859841,5872,2575,8447,30.48,3.1,0
